,description,writer,penciler,comic_name,issue_title,publish_date,Price,cover artist
75,,,Ryan Ottley,Hulk (2021 - Present),Hulk (2021) #14 (Variant),2023-04-26T00:00:00-0400,3.99,Skottie Young
76,,,Vc Joe Sabino,Clobberin' Time (2023 - Present),Clobberin' Time (2023) #2,2023-04-26T00:00:00-0400,3.99,Rachelle Rosenberg
77,,,Ryan Ottley,Hulk (2021 - Present),Hulk (2021) #14 (Variant),2023-04-26T00:00:00-0400,3.99,
78,,Alyssa Wong,Javier Pina,Deadpool (2022 - 2023),Deadpool (2022) #6 (Variant),2023-04-26T00:00:00-0400,3.99,
79,,Declan Shalvey,Andrea Broccardo,Alien (2023 - Present),Alien (2023) #1 (Variant),2023-04-26T00:00:00-0400,4.99,
80,,David Michelinie,Farid Karami,Venom: Lethal Protector II (2023),Venom: Lethal Protector II (2023) #2 (Variant),2023-04-26T00:00:00-0400,3.99,Skan Srisuwan
81,,Gerry Duggan,Juan Frigeri,Invincible Iron Man (2022 - Present),Invincible Iron Man (2022) #5,2023-04-26T00:00:00-0400,3.99,Kael Ngu
82,,,,Adam Warlock: Strange Tales Facsimile Edition (2023),Adam Warlock: Strange Tales Facsimile Edition (2023) #178,2023-04-26T00:00:00-0400,3.99,
83,,Skottie Young,Humberto Ramos,Strange Academy: Finals (2022 - 2023),Strange Academy: Finals (2022) #6 (Variant),2023-04-26T00:00:00-0400,3.99,Dustin Weaver
84,,Jed Mackay,Vincenzo Carratu,Mary Jane & Black Cat (2022 - 2023),Mary Jane & Black Cat (2022) #5 (Variant),2023-04-26T00:00:00-0400,3.99,Erica D'URSO
85,"On the trail of a stolen super-weapon in space, Captain Marvel crosses swords with Star-Lord.",David Pepose,Ze Carlos,Avengers Unlimited Infinity Comic (2022 - 2023),Avengers Unlimited Infinity Comic (2022) #43,2023-04-25T00:00:00-0400,0.0,
86,The Church of Andrina has used the two Anyas’ combined Spider-Totem Power to bring forth their terrifying leader Krakinos. How will Anya and Anya stop Krakinos and rescue their parents before it’s too late?!,Stephanie Williams,Julian Shaw,Spider-Verse Unlimited Infinity Comic (2022 - 2023),Spider-Verse Unlimited Infinity Comic (2022) #47,2023-04-25T00:00:00-0400,0.0,
87,Mojo's grandson—ally or foe to the unofficial X-Men?,Grace Freud,Alberto Alburquerque,X-Men Unlimited Infinity Comic (2021 - Present),X-Men Unlimited Infinity Comic (2021) #84,2023-04-24T00:00:00-0400,0.0,
88,,Andy Lanning,So Young Park,Guardians of the Galaxy: Somebody's Got to Do It Infinity Comic (2023),Guardians of the Galaxy: Somebody's Got to Do It Infinity Comic (2023) #15,2023-04-21T00:00:00-0400,0.0,
89,The Infinity Comics adaptation of GUARDIANS OF THE GALAXY (2008) #4! Is there a Skrull amongst the Guardians? Maybe the recently returned and revamped Adam Warlock? Or Star-Lord? Rocket?,Andy Lanning,,Guardians of the Galaxy: Somebody's Got to Do It Infinity Comic (2023),Guardians of the Galaxy: Somebody's Got to Do It Infinity Comic (2023) #8,2023-04-21T00:00:00-0400,0.0,
90,"The Infinity Comics adaptation of GUARDIANS OF THE GALAXY (2008) #12! With WAR OF KINGS about to explode across the galaxy, two of the Guardians face death itself!
",Andy Lanning,So Young Park,Guardians of the Galaxy: Somebody's Got to Do It Infinity Comic (2023),Guardians of the Galaxy: Somebody's Got to Do It Infinity Comic (2023) #24,2023-04-21T00:00:00-0400,0.0,
91,"The Infinity Comics adaptation of GUARDIANS OF THE GALAXY (2008) #1! Back-to-back Annihilation wars have weakened the boundaries of our universe. In the face of terror, who stands to defend a desperate universe?",Andy Lanning,,Guardians of the Galaxy: Somebody's Got to Do It Infinity Comic (2023),Guardians of the Galaxy: Somebody's Got to Do It Infinity Comic (2023) #1,2023-04-21T00:00:00-0400,0.0,
92,,Andy Lanning,So Young Park,Guardians of the Galaxy: Somebody's Got to Do It Infinity Comic (2023),Guardians of the Galaxy: Somebody's Got to Do It Infinity Comic (2023) #17,2023-04-21T00:00:00-0400,0.0,
93,The Infinity Comics adaptation of GUARDIANS OF THE GALAXY (2008) #5! The mismatched team attempts to uncover the Skrull agents in their midst! Who can they trust?,Andy Lanning,,Guardians of the Galaxy: Somebody's Got to Do It Infinity Comic (2023),Guardians of the Galaxy: Somebody's Got to Do It Infinity Comic (2023) #10,2023-04-21T00:00:00-0400,0.0,
94,"The Infinity Comics adaptation of GUARDIANS OF THE GALAXY (2008) #2! One day on the job, and our cosmic protectors have already made themselves a major new enemy!",Andy Lanning,,Guardians of the Galaxy: Somebody's Got to Do It Infinity Comic (2023),Guardians of the Galaxy: Somebody's Got to Do It Infinity Comic (2023) #3,2023-04-21T00:00:00-0400,0.0,
95,"The Infinity Comics adaptation of GUARDIANS OF THE GALAXY (2008) #10! The drums of battle thunder in the Negative Zone—building to WAR OF KINGS!
",Andy Lanning,So Young Park,Guardians of the Galaxy: Somebody's Got to Do It Infinity Comic (2023),Guardians of the Galaxy: Somebody's Got to Do It Infinity Comic (2023) #19,2023-04-21T00:00:00-0400,0.0,
96,"The Infinity Comics adaptation of GUARDIANS OF THE GALAXY (2008) #6! Why are the Skrulls in the Guardians’ bizarre HQ, and what exactly are they up to?",Andy Lanning,,Guardians of the Galaxy: Somebody's Got to Do It Infinity Comic (2023),Guardians of the Galaxy: Somebody's Got to Do It Infinity Comic (2023) #12,2023-04-21T00:00:00-0400,0.0,
97,The Infinity Comics adaptation of GUARDIANS OF THE GALAXY (2008) #3! Beware the return of Starhawk!,Andy Lanning,So Young Park,Guardians of the Galaxy: Somebody's Got to Do It Infinity Comic (2023),Guardians of the Galaxy: Somebody's Got to Do It Infinity Comic (2023) #5,2023-04-21T00:00:00-0400,0.0,
98,"The Infinity Comics adaptation of GUARDIANS OF THE GALAXY (2008) #11! The Guardians of the Galaxy get a reminder of Earth when they cross paths with the All-New X-Men during the “Trial of Jean Grey”!
",Andy Lanning,So Young Park,Guardians of the Galaxy: Somebody's Got to Do It Infinity Comic (2023),Guardians of the Galaxy: Somebody's Got to Do It Infinity Comic (2023) #21,2023-04-21T00:00:00-0400,0.0,
99,"The Infinity Comics adaptation of GUARDIANS OF THE GALAXY (2008) #7! Get the who’s who on the new team lineup!
",Andy Lanning,So Young Park,Guardians of the Galaxy: Somebody's Got to Do It Infinity Comic (2023),Guardians of the Galaxy: Somebody's Got to Do It Infinity Comic (2023) #14,2023-04-21T00:00:00-0400,0.0,
